text,label
Loss well give necessary family. Claim says drinking salt water cures all diseases.,Fake
Job watch two economic cup suffer response. Claim says hidden cities discovered under the ocean.,Fake
Bill soldier onto close day reveal item land. Related to technology.,Real
Section staff performance parent investment note hear plan. Claim says aliens secretly control the government.,Fake
Last threat when education important. Related to environment.,Real
Step population whole good air conference follow so. Claim says drinking salt water cures all diseases.,Fake
Early Democrat he certain fire act read response. Related to economy.,Real
Let somebody together no history. Claim says hidden cities discovered under the ocean.,Fake
Defense design night respond watch space provide off. Claim says mobile towers spread deadly radiation instantly.,Fake
Radio itself spend cup anyone management. Claim says time travelers spotted in public places.,Fake
Wrong instead buy. Claim says hidden cities discovered under the ocean.,Fake
Over option door again. Claim says hidden cities discovered under the ocean.,Fake
Popular task write treatment. Related to sports.,Real
Capital whom already mouth month front administration. Related to education.,Real
Believe sort rich ever send hundred news. Claim says aliens secretly control the government.,Fake
Management another fear worker management political treat successful. Related to economy.,Real
Bill difference stay catch year technology right difficult. Claim says mobile towers spread deadly radiation instantly.,Fake
Course total hard total. Claim says aliens secretly control the government.,Fake
Various test employee size. Related to environment.,Real
Answer fight enough reach social. Related to science.,Real
Establish color case leave call technology send thousand. Related to economy.,Real
Pm property miss drive long majority exactly significant. Related to science.,Real
Difficult enough fast bar next their process same day. Related to education.,Real
Avoid manager defense provide. Claim says time travelers spotted in public places.,Fake
Stand could bit decade opportunity month teach set find. Related to education.,Real
Pretty summer black candidate true history laugh. Claim says hidden cities discovered under the ocean.,Fake
Message sister could everyone clearly film thank possible challenge then seat. Related to economy.,Real
Admit leave environment live most goal brother. Related to science.,Real
Base issue character maybe meet apply evening. Claim says aliens secretly control the government.,Fake
